;snmae;dnmae;z;sname;dname;z
4272;McPherson ;Napa Valley Unified;-3.2673166644;Foothill ;Monterey Peninsula Unified;-1.7769574923
4273;Mt. George International;Napa Valley Unified;1.5144101662;George C. Marshall ;Monterey Peninsula Unified;-0.8846000111
4274;Napa Junction ;Napa Valley Unified;-0.6054357718;Ione Olson ;Monterey Peninsula Unified;-1.2934432228
4275;Northwood ;Napa Valley Unified;2.0468356917;J. C. Crumpton ;Monterey Peninsula Unified;-1.8364034574
4276;Phillips Charter;Napa Valley Unified;1.0261764851;La Mesa ;Monterey Peninsula Unified;0.0521798062
4277;Pueblo Vista ;Napa Valley Unified;0.3125082333;Marina Vista ;Monterey Peninsula Unified;-2.3148952353
4278;Salvador ;Napa Valley Unified;0.28601873;International School of Monterey;Monterey Peninsula Unified;0.2491189457
4279;Shearer Charter;Napa Valley Unified;0.0291117402;Flory Academy of Sciences and Technology;Moorpark Unified;4.5764589553
4280;Snow ;Napa Valley Unified;-0.9921446738;Peach Hill Academy;Moorpark Unified;4.4184819965
4281;Vichy ;Napa Valley Unified;0.5531158318;Campus Canyon ;Moorpark Unified;0.5207582644
4282;West Park ;Napa Valley Unified;-0.0133774227;Mountain Meadows ;Moorpark Unified;3.2033466786
4283;Napa Valley Language Academy;Napa Valley Unified;2.8887648685;Arroyo West ;Moorpark Unified;1.0075957664
4284;Yountville ;Napa Valley Unified;1.6991647316;Walnut Canyon ;Moorpark Unified;2.366767156
5806;Witter Ranch ;Natomas Unified;0.8332985231;Latimer ;Moreland;-0.7325936946
5807;Westlake Charter;Natomas Unified;0.6398106746;Country Lane ;Moreland;1.7208538769
5808;Heron;Natomas Unified;0.9879071379;Easterbrook Discovery;Moreland;4.7536740295
5810;H. Allen Hight ;Natomas Unified;-0.1986849645;George C. Payne ;Moreland;1.4799684625
5816;American Lakes ;Natomas Unified;-1.8264618667;Gussie M. Baker ;Moreland;2.8795257556
5817;Jefferson ;Natomas Unified;-0.5945320716;Leroy Anderson ;Moreland;0.6409263257
5818;Bannon Creek ;Natomas Unified;2.529854213;TownGate ;Moreno Valley Unified;-2.1782605089
5820;Natomas Park ;Natomas Unified;1.0215098604;La Jolla ;Moreno Valley Unified;-0.4270653979
5821;Two Rivers ;Natomas Unified;-0.4691461547;Midland ;Moreno Valley Unified;-2.7022628547
6119;Vista Colorado ;Needles Unified;1.9464298263;Moreno ;Moreno Valley Unified;-0.8083012882
4316;Deer Creek ;Nevada City ;1.4532239786;Butterfield ;Moreno Valley Unified;-1.5503781719
4299;Yuba River Charter;Nevada County Office of Educat;-2.5318390755;Sunnymeadows ;Moreno Valley Unified;-1.442481307
4300;Nevada City School of the Arts;Nevada County Office of Educat;0.1590324653;Ramona ;Moreno Valley Unified;0.3387318707
4301;Sierra Montessori Academy;Nevada County Office of Educat;-0.2132402629;Honey Hollow ;Moreno Valley Unified;0.6486108512
4303;Twin Ridges Home Study Charter;Nevada County Office of Educat;-0.6328670234;Sugar Hill ;Moreno Valley Unified;-0.8860163932
171;Alvarado ;New Haven Unified;-0.4558075078;Creekside ;Moreno Valley Unified;-1.4239298302
172;Hillview Crest ;New Haven Unified;-0.3861261328;Chaparral Hills ;Moreno Valley Unified;-1.4567971601
173;Searles ;New Haven Unified;-0.2869296582;Cloverdale ;Moreno Valley Unified;-1.9865635018
176;Pioneer ;New Haven Unified;0.8367127505;Bear Valley ;Moreno Valley Unified;-0.2280394613
177;Tom Kitayama ;New Haven Unified;0.9285266538;Box Springs ;Moreno Valley Unified;-1.3704081096
178;Guy Jr. Emanuele ;New Haven Unified;3.0500967997;Hendrick Ranch ;Moreno Valley Unified;-0.7797068325
179;Delaine Eastin ;New Haven Unified;0.2755254204;Hidden Springs ;Moreno Valley Unified;-0.8642317282
7345;New Jerusalem;New Jerusalem ;-0.6377297865;North Ridge ;Moreno Valley Unified;1.3651549007
7346;Great Valley Academy - Manteca;New Jerusalem ;-0.8861731312;Ridge Crest ;Moreno Valley Unified;-1.435459977
159;August Schilling ;Newark Unified;-1.9656150155;Seneca ;Moreno Valley Unified;-2.2582959349
160;E. L. Musick ;Newark Unified;-0.404180448;Nordstrom ;Morgan Hill Unified;3.6361689127
161;H. A. Snow ;Newark Unified;0.032136338;P. A. Walsh STEAM Academy;Morgan Hill Unified;0.0507882942
162;James A. Graham ;Newark Unified;0.3686213531;San Martin Gwinn Environmental Science Academy;Morgan Hill Unified;2.481840188
163;James L. Bunker ;Newark Unified;0.8238784721;Los Paseos ;Morgan Hill Unified;2.4980674928
164;John F. Kennedy ;Newark Unified;0.6311106332;Jackson Academy of Music and Math (JAMM);Morgan Hill Unified;3.5509359763
165;Lincoln ;Newark Unified;-0.1169394156;Paradise Valley/Machado ;Morgan Hill Unified;0.2749253582
166;Louis Milani ;Newark Unified;2.0427751165;El Toro ;Morgan Hill Unified;1.0168244295
4961;Newcastle Charter;Newcastle ;0.4290905178;Barrett ;Morgan Hill Unified;0.1739782855
4962;Newcastle ;Newcastle ;-0.7639273684;Charter School of Morgan Hill;Morgan Hill Unified;-0.6665559105
3304;Pico Canyon ;Newhall;-2.881214549;Joshua Tree ;Morongo Unified;-0.1475743609
3305;Dr. J. Michael McGrath ;Newhall;-3.3169194271;Morongo Valley ;Morongo Unified;-0.7030525124
3306;Oak Hills ;Newhall;0.4621353866;Oasis ;Morongo Unified;-1.7511108532
3307;Newhall ;Newhall;1.2316184853;Palm Vista ;Morongo Unified;-0.9760322902
3308;Peachland Avenue ;Newhall;3.2222233813;Twentynine Palms ;Morongo Unified;1.6343129885
3309;Wiley Canyon ;Newhall;-1.6401070322;Yucca Valley ;Morongo Unified;-0.5620761457
3310;Old Orchard ;Newhall;3.0408943794;Yucca Mesa ;Morongo Unified;-0.8877811053
3311;Meadows ;Newhall;1.0732757047;Friendly Hills ;Morongo Unified;1.3645795989
3312;Valencia Valley ;Newhall;0.1801680884;Condor ;Morongo Unified;-4.4958821231
3313;Stevenson Ranch ;Newhall;-4.5682868903;Onaga ;Morongo Unified;0.9826459197
8805;Hunt ;Newman-Crows Landing Unified;1.0698879145;Indian Creek ;Mother Lode Union ;-1.1366988052
8806;Hurd Barrington ;Newman-Crows Landing Unified;1.5754225294;Academy of Arts and Sciences: El Cajon ;Mountain Empire Unified;-1.0738028587
8808;Bonita ;Newman-Crows Landing Unified;0.0887068964;Academy of Arts and Sciences: Del Mar  (;Mountain Empire Unified;-1.6543724949
8809;Von Renner ;Newman-Crows Landing Unified;-1.3680667636;County Collaborative Charter;Mountain Empire Unified;-0.2238622687
4627;Abraham Lincoln ;Newport-Mesa Unified;0.6009382566;Campo ;Mountain Empire Unified;-3.6084025725
4628;Adams ;Newport-Mesa Unified;0.4072376419;Descanso ;Mountain Empire Unified;-0.6288095498
4629;California ;Newport-Mesa Unified;1.5887296549;Hayfork Valley ;Mountain Valley Unified;-0.2414347928
4631;College Park ;Newport-Mesa Unified;0.5215308658;Monte Vista ;Mountain View ;-1.9386635573
4633;Harbor View ;Newport-Mesa Unified;-1.92245646;Twin Lakes ;Mountain View ;0.1513085228
4634;Heinz Kaiser ;Newport-Mesa Unified;0.0424563902;Mountain View ;Mountain View ;-0.4658172058
4636;Killybrooke ;Newport-Mesa Unified;-0.7124258432;Creek View ;Mountain View ;-0.5998227969
4637;Mariners ;Newport-Mesa Unified;-0.3468499596;Ranch View ;Mountain View ;0.1205766739
4638;Maude B. Davis ;Newport-Mesa Unified;-1.5357094602;Benjamin Bubb ;Mountain View Whisman;5.1224433219
4639;Newport ;Newport-Mesa Unified;0.957272386;Edith Landels ;Mountain View Whisman;3.239668203
4640;Newport Heights ;Newport-Mesa Unified;1.1139331891;Frank L. Huff ;Mountain View Whisman;0.4583132735
4641;Paularino ;Newport-Mesa Unified;-0.6886844017;Mariano Castro ;Mountain View Whisman;7.0806403583
4643;Sonora ;Newport-Mesa Unified;3.1203316539;Monta Loma ;Mountain View Whisman;1.5007132017
4644;Victoria ;Newport-Mesa Unified;0.2409099976;Theuerkauf ;Mountain View Whisman;0.1127010165
4647;Eastbluff ;Newport-Mesa Unified;-0.6670601516;Delta View ;Mt. Diablo Unified;0.1375140207
4648;Woodland ;Newport-Mesa Unified;0.1818240792;Ayers ;Mt. Diablo Unified;2.7917780452
4649;Newport Coast ;Newport-Mesa Unified;-1.3165993054;Bancroft ;Mt. Diablo Unified;2.903809652
1522;Veterans ;Norris ;2.0521611511;El Monte ;Mt. Diablo Unified;0.1528919704
1523;Norris ;Norris ;-0.426927551;Fair Oaks ;Mt. Diablo Unified;-1.1136433515
1525;Olive Drive ;Norris ;-0.3538027746;Hidden Valley ;Mt. Diablo Unified;1.1286657865
1526;William B. Bimat ;Norris ;-0.119130978;Highlands ;Mt. Diablo Unified;0.8083635664
5885;Spring Grove ;North County Joint Union Eleme;-2.0892160914;Monte Gardens ;Mt. Diablo Unified;1.0485226451
8316;North Cow Creek ;North Cow Creek ;-0.5965820457;Mountain View ;Mt. Diablo Unified;-0.8931701656
4235;Castroville ;North Monterey County Unified;1.1795287844;Mt. Diablo ;Mt. Diablo Unified;1.149786223
4236;Echo Valley ;North Monterey County Unified;-0.5663344211;Pleasant Hill ;Mt. Diablo Unified;4.0870568383
4237;Elkhorn ;North Monterey County Unified;0.1222815868;Sequoia ;Mt. Diablo Unified;0.0969750508
4239;Prunedale ;North Monterey County Unified;2.7119995702;Silverwood ;Mt. Diablo Unified;1.7645475919
3318;Anna M. Glazier ;Norwalk-La Mirada Unified;-1.8397990192;Strandwood ;Mt. Diablo Unified;2.071404262
3320;Cesar Chavez ;Norwalk-La Mirada Unified;-0.5592917024;Sun Terrace ;Mt. Diablo Unified;-0.7621619294
3322;D. D. Johnston ;Norwalk-La Mirada Unified;-2.4593167778;Valhalla ;Mt. Diablo Unified;3.4757078375
3323;Eastwood ;Norwalk-La Mirada Unified;0.1468218259;Walnut Acres ;Mt. Diablo Unified;-0.1627970551
3324;Loretta Lampton ;Norwalk-La Mirada Unified;-1.3784824282;Westwood ;Mt. Diablo Unified;-1.2806271766
3325;Escalona ;Norwalk-La Mirada Unified;-2.6812433503;Woodside ;Mt. Diablo Unified;-0.5196499936
3326;Foster Road ;Norwalk-La Mirada Unified;-1.5525379695;Wren Avenue ;Mt. Diablo Unified;-0.698922187
3327;Gardenhill ;Norwalk-La Mirada Unified;-1.4495383936;Ygnacio Valley ;Mt. Diablo Unified;1.6687456044
3329;John Dolland ;Norwalk-La Mirada Unified;-1.3881166207;Gregory Gardens ;Mt. Diablo Unified;-0.5899990351
3330;John Foster Dulles ;Norwalk-La Mirada Unified;-1.3978533616;Ida Jew Academies;Mt. Pleasant ;-3.3519900197
3331;John H. Nuffer ;Norwalk-La Mirada Unified;-1.0726970921;Robert Sanders ;Mt. Pleasant ;0.8700718937
3332;Julia B. Morrison ;Norwalk-La Mirada Unified;-2.4922156442;Valle Vista ;Mt. Pleasant ;-5.99788794113902e-05
3333;La Pluma ;Norwalk-La Mirada Unified;-0.7682559559;Sisson;Mt. Shasta Union ;1.298567075
3336;New River ;Norwalk-La Mirada Unified;-1.8796736902;Mulberry ;Mulberry ;-1.1872709867
3339;Thomas B. Moffitt ;Norwalk-La Mirada Unified;-1.2047194296;Academy of Arts and Sciences: Oxnard & Ventura;Mupu ;-0.1060387787
3888;Hamilton Meadow Park;Novato Unified;2.4382494638;Mupu ;Mupu ;0.2970667626
3889;Loma Verde ;Novato Unified;0.7077141052;Irving L. Branch ;Muroc Joint Unified;-2.6813704972
3890;Lu Sutton ;Novato Unified;3.094801861;West Boron ;Muroc Joint Unified;-0.9234680158
3891;Lynwood ;Novato Unified;3.2861012095;Monte Vista ;Murrieta Valley Unified;-0.7224022461
3892;Olive ;Novato Unified;1.7959567053;Antelope Hills ;Murrieta Valley Unified;-1.1386110727
3893;Pleasant Valley ;Novato Unified;-0.043872092;Lisa J. Mails ;Murrieta Valley Unified;0.434634175
3894;Rancho ;Novato Unified;-0.2871191404;Murrieta ;Murrieta Valley Unified;-0.3354509273
3895;San Ramon ;Novato Unified;3.8935896313;Avaxat ;Murrieta Valley Unified;-2.8324126865
5284;Mercury Online Academy of Southern Calif;Nuview Union;1.1014328657;Alta Murrieta ;Murrieta Valley Unified;0.0893528757
5287;Nuview ;Nuview Union;0.7111264923;E. Hale Curran ;Murrieta Valley Unified;0.1343367955
5289;Valley View ;Nuview Union;-1.5718550918;Rail Ranch ;Murrieta Valley Unified;0.1665545721
8052;Anderson (Alex) ;Oak Grove ;-0.8107291688;Tovashal ;Murrieta Valley Unified;0.2682585842
8054;Christopher ;Oak Grove ;-1.0547397033;Cole Canyon ;Murrieta Valley Unified;-0.9483788454
8055;Frost (Earl) ;Oak Grove ;0.6987676763;Daniel N. Buchanan ;Murrieta Valley Unified;-0.9090400087
8056;Edenvale ;Oak Grove ;-0.1800294889;Canyon Oaks ;Napa Valley Unified;0.3561391577
8057;Miner (George) ;Oak Grove ;-1.158805703;Alta Heights ;Napa Valley Unified;-0.7593834645
8058;Glider ;Oak Grove ;1.6531408709;Bel Aire Park ;Napa Valley Unified;0.9215891825
8059;Stipe (Samuel) ;Oak Grove ;1.7298017662;Browns Valley ;Napa Valley Unified;7.0875571337
8060;Santa Teresa ;Oak Grove ;-0.8850126124;Donaldson Way ;Napa Valley Unified;1.3639891838
8062;Sakamoto ;Oak Grove ;-1.1864684616;El Centro ;Napa Valley Unified;1.1903111481
8063;Del Roble ;Oak Grove ;-0.1190061635;McPherson ;Napa Valley Unified;-1.9852725371
8065;Oak Ridge ;Oak Grove ;0.6664239723;Mt. George International;Napa Valley Unified;-0.7236812495
8066;Parkview ;Oak Grove ;0.2404025449;Napa Junction ;Napa Valley Unified;-2.0992134808
8067;Baldwin (Julia) ;Oak Grove ;-0.0509712156;Northwood ;Napa Valley Unified;0.7569989306
8068;Taylor (Bertha) ;Oak Grove ;1.8335746438;Phillips ;Napa Valley Unified;-0.4316201386
8069;Hayes ;Oak Grove ;0.2455907433;Pueblo Vista ;Napa Valley Unified;-2.5521252422
8070;Ledesma (Rita) ;Oak Grove ;2.9840628122;Salvador ;Napa Valley Unified;-0.9182468395
8590;Oak Grove /Willowside Middle;Oak Grove Union ;-3.4594737034;Shearer ;Napa Valley Unified;0.6246195554
9383;Brookside ;Oak Park Unified;-1.8781461414;Snow ;Napa Valley Unified;1.2852710589
9385;Oak Hills ;Oak Park Unified;0.0558846735;Vichy ;Napa Valley Unified;1.5668856145
9386;Red Oak ;Oak Park Unified;-1.1930205589;West Park ;Napa Valley Unified;-0.186945346
9019;Oak Valley ;Oak Valley Union ;-1.0928008522;Napa Valley Language Academy;Napa Valley Unified;4.795900647
7351;Oak View ;Oak View Union ;-1.0226299463;Yountville ;Napa Valley Unified;0.1836358286
8823;Sierra View ;Oakdale Joint Unified;-0.7401708419;Central ;National ;-2.4784591168
8825;Cloverland ;Oakdale Joint Unified;-1.1858454138;El Toyon ;National ;-0.4656900967
8826;Fair Oaks ;Oakdale Joint Unified;1.6128670627;John A. Otis ;National ;-3.4970523949
8828;Magnolia ;Oakdale Joint Unified;0.9088245094;Ira Harbison;National ;0.4204151042
187;Aspire Millsmont Academy;Oakland Unified;-3.2307711804;Kimball;National ;-4.7538943549
189;Aspire Berkley Maynard Academy;Oakland Unified;-4.4491330627;Las Palmas;National ;-2.2280063957
194;Sankofa Academy;Oakland Unified;-1.6271385688;Lincoln Acres;National ;-2.6823087224
205;Conservatory of Vocal/Instrumental Arts;Oakland Unified;-0.4970643324;Olivewood;National ;-2.470483082
226;Lighthouse Community Charter;Oakland Unified;-1.7169091935;Palmer Way;National ;-0.8614805595
233;Chabot ;Oakland Unified;1.9131375965;Rancho de la Nacion;National ;-3.1716457413
235;Brookfield ;Oakland Unified;-2.2515109389;Witter Ranch ;Natomas Unified;-1.2575906949
236;Burckhalter ;Oakland Unified;-1.8372184434;Westlake Charter;Natomas Unified;1.3000763398
237;Carl B. Munck ;Oakland Unified;-0.4489042639;Heron;Natomas Unified;1.0795379363
239;Cleveland ;Oakland Unified;-2.4450735919;H. Allen Hight ;Natomas Unified;-1.3385005184
241;Emerson ;Oakland Unified;-1.6367670015;American Lakes ;Natomas Unified;-3.1935630862
245;Glenview ;Oakland Unified;0.7459764618;Jefferson ;Natomas Unified;-2.9266199103
246;Grass Valley ;Oakland Unified;-2.8637726387;Bannon Creek ;Natomas Unified;-2.838762225
247;Kaiser ;Oakland Unified;0.1376851715;Natomas Park ;Natomas Unified;-0.547110809
250;Joaquin Miller ;Oakland Unified;0.4274585105;Two Rivers ;Natomas Unified;0.2201168532
252;Laurel ;Oakland Unified;-0.0329103276;Vista Colorado ;Needles Unified;1.5261894788
253;Lincoln ;Oakland Unified;-5.3461215433;Deer Creek ;Nevada City ;2.1700246703
259;Peralta ;Oakland Unified;-0.00889784;Nevada City School of the Arts;Nevada County Office of Education;-4.9984653955
260;Piedmont Avenue ;Oakland Unified;-3.0930503158;Twin Ridges Home Study Charter;Nevada County Office of Education;-1.0669945163
262;Redwood Heights ;Oakland Unified;0.3399131735;Alvarado ;New Haven Unified;-1.1575014391
263;Sequoia ;Oakland Unified;0.0258286133;Hillview Crest ;New Haven Unified;0.7579809399
278;La Escuelita ;Oakland Unified;-0.3677412434;Searles ;New Haven Unified;-1.4104064399
284;North Oakland Community Charter;Oakland Unified;1.6954858009;Pioneer ;New Haven Unified;0.9955658395
285;ASCEND;Oakland Unified;-1.876003505;Tom Kitayama ;New Haven Unified;3.1632335115
599;Iron House ;Oakley Union ;1.6367522148;Guy Jr. Emanuele ;New Haven Unified;-1.3506784742
600;Oakley ;Oakley Union ;-0.6987148028;Delaine Eastin ;New Haven Unified;1.2675365136
601;Gehringer ;Oakley Union ;1.6481573743;New Jerusalem;New Jerusalem ;-1.613724758
603;Laurel ;Oakley Union ;-0.4035103867;Great Valley Academy - Manteca;New Jerusalem ;-1.967390233
604;Vintage Parkway ;Oakley Union ;-1.9904825619;Valley View Charter Prep;New Jerusalem ;-1.614570026
4651;Circle View ;Ocean View;-0.416164274;August Schilling ;Newark Unified;-1.7944280404
4652;College View ;Ocean View;-0.2974732547;E. L. Musick ;Newark Unified;-0.9633017113
4653;Harbour View ;Ocean View;1.63047959;H. A. Snow ;Newark Unified;0.1581936731
4654;Hope View ;Ocean View;-0.454414956;James A. Graham ;Newark Unified;-0.562746515
4655;Lake View ;Ocean View;-1.8169004014;James L. Bunker ;Newark Unified;2.3120877269
4659;Star View ;Ocean View;-3.4050906945;John F. Kennedy ;Newark Unified;-0.2975949876
4660;Sun View ;Ocean View;-1.0815092396;Lincoln ;Newark Unified;-0.127536407
4661;Village View ;Ocean View;-1.4202708239;Louis Milani ;Newark Unified;0.1612713384
4662;Westmont ;Ocean View;-2.8311040277;Rocklin Academy Gateway;Newcastle ;-1.3383330947
4665;Golden View ;Ocean View;-0.1664551738;Newcastle ;Newcastle ;0.7807330523
7056;Coastal Academy;Oceanside Unified;-2.4235660859;Pico Canyon ;Newhall;0.1514015229
7057;Louise Foussat ;Oceanside Unified;-0.1007154336;Dr. J. Michael McGrath ;Newhall;0.5235593555
7067;North Terrace ;Oceanside Unified;-1.6940795273;Oak Hills ;Newhall;-1.2274125896
7068;Palmquist ;Oceanside Unified;1.2639534619;Newhall ;Newhall;1.0403372534
7069;San Luis Rey ;Oceanside Unified;0.5178117057;Peachland Avenue ;Newhall;4.428436187
7070;Santa Margarita ;Oceanside Unified;-0.3265166626;Wiley Canyon ;Newhall;-1.2205456858
7071;South Oceanside ;Oceanside Unified;2.7280341617;Old Orchard ;Newhall;3.4750600954
7072;E. G. Garrison ;Oceanside Unified;-2.5412979057;Meadows ;Newhall;2.9540513014
7073;Del Rio ;Oceanside Unified;-0.1524163147;Valencia Valley ;Newhall;-0.3014755512
7074;Reynolds ;Oceanside Unified;0.0151344185;Stevenson Ranch ;Newhall;-0.4272582648
7075;Christa McAuliffe ;Oceanside Unified;1.9834708075;Hunt ;Newman-Crows Landing Unified;-1.3734772552
7076;Ivey Ranch ;Oceanside Unified;-1.3532088049;Hurd Barrington ;Newman-Crows Landing Unified;-1.5890106432
7078;Stuart Mesa ;Oceanside Unified;-3.5135309092;Bonita ;Newman-Crows Landing Unified;-0.2289823819
7079;Nichols ;Oceanside Unified;1.5447571134;Von Renner ;Newman-Crows Landing Unified;-1.348658583
9232;Meiners Oaks ;Ojai Unified;0.6788664744;Abraham Lincoln ;Newport-Mesa Unified;-0.8327734313
9233;Mira Monte ;Ojai Unified;-1.2839903417;Adams ;Newport-Mesa Unified;1.2199530592
9234;San Antonio ;Ojai Unified;1.3989766142;California ;Newport-Mesa Unified;1.7548188723
9236;Topa Topa ;Ojai Unified;2.6397687557;College Park ;Newport-Mesa Unified;0.0411526803
8592;La Tercera ;Old Adobe Union;1.8517774261;Everett A. Rea ;Newport-Mesa Unified;-2.4472018331
8593;Old Adobe  Charter;Old Adobe Union;0.0177421758;Heinz Kaiser ;Newport-Mesa Unified;3.6933025208
8594;Miwok Valley Language Academy Charter;Old Adobe Union;0.124260601;Killybrooke ;Newport-Mesa Unified;0.9074591184
8595;Sonoma Mountain ;Old Adobe Union;-0.5734396424;Mariners ;Newport-Mesa Unified;1.6804740354
6122;Vista Grande ;Ontario-Montclair;-0.6074072346;Maude B. Davis ;Newport-Mesa Unified;0.2542594241
6124;Arroyo ;Ontario-Montclair;-1.150572145;Newport ;Newport-Mesa Unified;1.16961366
6125;Berlyn ;Ontario-Montclair;-1.4446519653;Newport Heights ;Newport-Mesa Unified;1.8468036346
6126;Bon View ;Ontario-Montclair;-0.1484803056;Paularino ;Newport-Mesa Unified;-0.3133136514
6127;Buena Vista Arts-Integrated;Ontario-Montclair;-1.2594113276;Pomona ;Newport-Mesa Unified;0.6256463921
